Batch_ID,Time_Minutes,Phase,Temperature_C,Power_Consumption_kW,Vibration_mm_s
T001,0,Preparation,39.91357467150582,1.3668695797323276,0.2449227500681923
T001,1,Preparation,34.92125394866218,1.8916655057071823,0.07499372895450072
T001,2,Preparation,31.48122229914668,1.6674172222780437,0.0857167044804852
T001,3,Preparation,36.27221182372132,1.1128231580542005,0.2304996930667062
T001,4,Preparation,43.46381772539375,1.0015575316820287,0.29805288982280437
T001,5,Preparation,35.437037740692915,2.223306320976562,0.051766576304929354
T001,6,Preparation,20.576560626035395,2.0495493205167783,0.14996524292881386
T001,7,Preparation,21.166641580340386,2.9475110376829186,0.10819283510757606
T001,8,Preparation,22.26516086332052,2.2367720186661746,0.14561549781679067
T001,9,Preparation,44.5807721451697,1.9335257864959599,0.2649851016840801
T001,10,Preparation,37.007688464694496,1.900998503939086,0.053316240289966635
T001,11,Preparation,43.55504389212132,2.126576435691079,0.14635412563497902
T001,12,Preparation,20.399156305505354,1.461787651244298,0.11025636650650293
T001,13,Preparation,37.081587970636456,2.219993315565242,0.2582987279340411
T001,14,Preparation,24.3341163376943,1.7821212151464816,0.09555902194701558
T001,15,Preparation,38.88403525794131,1.8503117489824894,0.10198541571704721
T001,16,Preparation,34.192508195499784,1.0626265849111172,0.26057119364874964
T001,17,Preparation,31.243853334244143,1.7903004720036289,0.28166471644844854
T001,18,Preparation,38.181799896410524,1.6530815376116708,0.19261099360134987
T001,19,Preparation,33.02085650064559,2.9223440486986982,0.26113346216953787
T001,20,Preparation,38.68300275343452,2.0793842647781595,0.19668779141596204
T001,21,Blending,27.023362742184517,3.085392166316497,0.08523105624369066
T001,22,Blending,40.054924518850996,2.1491012873595414,0.2967217341501293
T001,23,Blending,39.306119232416435,2.397431363068345,0.0513805292809006
T001,24,Blending,40.386535711370854,3.4137146876952342,0.23225179201024682
T001,25,Blending,39.281758667148644,2.148089303468181,0.13961643213606817
T001,26,Blending,22.896726488128245,3.7262068517511873,0.20582453170688947
T001,27,Blending,28.27245062131623,2.1271167005720475,0.12774558042891554
T001,28,Blending,28.12958305066868,3.459212356676128,0.2093893678388033
T001,29,Blending,42.18031856440817,2.944429850323899,0.07989856148457543
T001,30,Blending,37.83111968057487,3.521570097233795,0.19031929939237408
T001,31,Blending,39.27417949886403,2.9875911927287815,0.18068320734549853
T001,32,Blending,30.68852545896374,2.05083825348819,0.07697285674832612
T001,33,Blending,20.785729642168356,3.272820822527561,0.12858899526908169
T001,34,Blending,32.71426727911757,3.8151329478521863,0.11232305728721874
T001,35,Blending,30.259573075890742,3.5111022770860973,0.10719954137290562
T001,36,Blending,21.924497745719826,2.5795029058275363,0.09030532181350111
T001,37,Blending,43.242441308564324,3.616240759128834,0.20835093912760588
T001,38,Blending,41.786514754692945,3.6073441537982287,0.09664251472150896
T001,39,Blending,42.313974962249446,3.078684483831301,0.25186003879101565
T001,40,Blending,42.40228249808733,2.6360069499437278,0.07751298113191919
T001,41,Blending,25.698379063548543,2.8542155772525124,0.2545036914806233
T001,42,Blending,41.51826458140859,2.0139042610623816,0.17768682564439142
T001,43,Blending,30.435275078719474,2.4442156209414607,0.0799663418334207
T001,44,Blending,28.4403792850907,3.8858194078250383,0.1308007330051888
T001,45,Blending,32.96976554358415,3.4060379177903557,0.14090740059482348
T001,46,Blending,44.29455206802402,3.9248945898842225,0.11294557395634104
T001,47,Blending,32.431212647309636,2.601756619633539,0.1212101235943669
T001,48,Blending,20.92217368386332,3.2191286679597937,0.1756697558072154
T001,49,Granulation,20.82626832251371,4.190142496053366,0.20858783617534093
T001,50,Granulation,37.01763628886917,4.561869166634272,0.1619457911432729
T001,51,Granulation,33.8223272267832,4.685393447758787,0.07021333158317881
T001,52,Granulation,29.241361401535112,3.984319876554852,0.25078493909497396
T001,53,Granulation,31.75751586115096,5.466846281789686,0.14970611061113825
T001,54,Granulation,40.4107968304846,5.096690249969102,0.08767938599135737
T001,55,Granulation,32.70496941851797,4.8916256135817635,0.26458970120342995
T001,56,Granulation,28.14897263004712,3.9404820951310966,0.22778738310950447
T001,57,Granulation,40.23752615349289,4.1973319745834585,0.07404413777285519
T001,58,Granulation,43.5130816122401,4.295144042175044,0.17943783763187005
T001,59,Granulation,40.9427526476832,4.851380234078562,0.23380402981019305
T001,60,Granulation,25.22679051844284,4.582895947655132,0.22394609983627056
T001,61,Granulation,25.71375054493249,3.849909854191872,0.2955420858323589
T001,62,Granulation,32.91589728177536,4.021658349660818,0.29906342493948107
T001,63,Granulation,44.135483782219836,4.616586907214195,0.27065908579733494
T001,64,Granulation,24.717677708534485,4.0577427051843635,0.2250894574931928
T001,65,Granulation,41.16652855595765,5.2126485837561845,0.15112703178054754
T001,66,Granulation,42.19425246902399,5.201856897535025,0.2839087485552369
T001,67,Granulation,39.633516277848585,4.837976509428457,0.19517165535911368
T001,68,Granulation,29.307069164043575,5.380266884915557,0.29341595918882935
T001,69,Granulation,27.098024368436644,4.110727720688787,0.17140343839655664
T001,70,Granulation,31.210603574656183,5.488914925221641,0.09398131316933635
T001,71,Granulation,20.45188409038802,4.487787430366869,0.0947056773053322
T001,72,Granulation,29.161719614571496,4.988341046113124,0.2302349810630323
T001,73,Granulation,27.701519796309732,4.585080461109799,0.17720351920969002
T001,74,Granulation,35.908315454647386,4.0009236372111685,0.19746771189013596
T001,75,Granulation,44.47232145687522,4.473484305918911,0.2765246969296385
T001,76,Granulation,30.859859137760715,4.200156815389351,0.2112758405076412
T001,77,Granulation,36.723101491577495,5.228335130143806,0.10754631706038882
T001,78,Granulation,32.47983449711881,4.644008398418366,0.24213850357657724
T001,79,Granulation,21.090094293860844,5.489101021594682,0.16748612849773575
T001,80,Granulation,26.989008544918967,5.266988044532518,0.2369296934743535
T001,81,Granulation,43.82679617559883,4.161500609341028,0.18819124170887247
T001,82,Granulation,34.30731172927096,5.460663167432092,0.06883656400153206
T001,83,Granulation,27.642425482179547,3.8818220623006923,0.11711871422253921
T001,84,Granulation,32.13199685690789,4.245373734188099,0.14867286670236807
T001,85,Granulation,41.10532851815778,5.3600336696216635,0.06760403271238598
T001,86,Granulation,25.222967940384002,4.842287033648101,0.139661695324041
T001,87,Granulation,26.35409122674347,4.090581176837878,0.13063769105965012
T001,88,Granulation,41.21674487311686,3.7732426628840576,0.22722774922752964
T001,89,Drying,39.679592213224666,4.618722310957027,0.2525283486697952
T001,90,Drying,68.35361592900519,4.826481105112943,0.17783559971523444
T001,91,Drying,50.07581473435998,4.59659035793355,0.21249098269444128
T001,92,Drying,60.098343862885166,4.591585338872202,0.2725013354543916
T001,93,Drying,41.89975784257679,3.751165905279888,0.07349548496021725
T001,94,Drying,53.9140070498087,3.071884547593484,0.16639950453311503
T001,95,Drying,52.13223173537883,3.573082504256569,0.19770831514225268
T001,96,Drying,26.52501249695247,3.074696377498429,0.25565014016491455
T001,97,Drying,43.00953207056314,3.2541210253037693,0.18056081501370108
T001,98,Drying,63.499677654930544,3.431642054993686,0.20572261895475008
T001,99,Drying,29.2673732496884,3.1033634423372156,0.18283865789203702
T001,100,Drying,52.031756080505325,4.2748598029964135,0.23152283343066538
T001,101,Drying,73.79260397312673,4.03260069660239,0.13073911823531148
T001,102,Drying,64.75930973843518,3.5416645025241484,0.15974285517640902
T001,103,Drying,28.9228190671133,3.0507014868309152,0.29066210366948125
T001,104,Drying,66.79900602561028,4.391948412187396,0.15223823610356746
T001,105,Drying,33.66471600354229,3.3128740853421723,0.11256072454114883
T001,106,Drying,52.46133323530603,4.4291918454001244,0.21504934417943283
T001,107,Drying,38.99669484729714,4.909730561326388,0.23447422917394212
T001,108,Drying,52.717702625570034,4.223441492468704,0.1549000156069475
T001,109,Drying,37.386549475057876,3.711945357302523,0.2394615276160923
T001,110,Drying,25.719674431487793,3.2321452810138327,0.06150066050543819
T001,111,Drying,27.03644011594851,4.710921168022015,0.22591446484500594
T001,112,Drying,48.70869145436626,3.195668321302003,0.1729039687792081
T001,113,Drying,48.67358853902829,3.3464037398200306,0.15846291230949328
T001,114,Drying,44.92523671986867,4.231700196104433,0.20877341271691097
T001,115,Drying,27.265200488602225,3.7492252292529424,0.20646497892855908
T001,116,Drying,50.15681292900439,4.712979682376645,0.21467340790473627
T001,117,Drying,33.14672135407149,3.1411374948008595,0.2106048195515789
T001,118,Drying,26.32556552708109,4.171551162546926,0.2850575603562394
T001,119,Drying,53.77370889379395,3.776339852413044,0.21082205461058828
T001,120,Drying,47.91264452457583,4.09123357863187,0.2853662021941313
T001,121,Drying,44.30513189003871,4.922381127647828,0.2763376604890159
T001,122,Drying,34.78955673946482,3.138722601750331,0.07519450034435667
T001,123,Drying,25.911091282577488,3.188885921511857,0.22075169335408923
T001,124,Drying,28.55943242301145,3.6379512605875224,0.26121882774236366
T001,125,Drying,26.16359678679129,4.628936965177871,0.12046369369334999
T001,126,Drying,30.908241381082814,4.393474330728301,0.20723571169497101
T001,127,Drying,68.87360067635265,4.470142087607772,0.25087023259621216
T001,128,Drying,39.101728628565326,3.3548790875594454,0.23765368791021457
T001,129,Drying,65.3417369633632,4.981010284001346,0.1531544192278566
T001,130,Drying,43.60090428963916,4.5528259214839935,0.13520088506325445
T001,131,Drying,71.53786628017824,4.716825503686024,0.15724850684375458
T001,132,Drying,62.54355338957487,4.5090857481693645,0.07578096720898315
T001,133,Drying,70.12764533397834,4.010504744895714,0.2566143665269354
T001,134,Drying,41.00248005153058,4.791046456992401,0.1473004196835408
T001,135,Milling,43.96353742207996,4.194286288191179,0.13872629761568017
T001,136,Milling,43.920022128161406,3.8535398088486064,0.17063023741066063
T001,137,Milling,32.32564144429512,2.666568822390519,0.07292603681462027
T001,138,Milling,35.061023147527976,3.6074061046916013,0.10318197375605724
T001,139,Milling,43.65486357204226,4.062592100942405,0.078366150504362
T001,140,Milling,43.27322764218231,4.448496417068821,0.2989828105075823
T001,141,Milling,21.39677886693375,3.974071113582018,0.18647894254124725
T001,142,Milling,37.64578709696737,4.43730388794827,0.22200750254375978
T001,143,Milling,40.924096855934344,4.233737410621683,0.25962019094099625
T001,144,Milling,30.652286876173527,2.945152835142061,0.14916290048856296
T001,145,Milling,42.297422719419416,2.793209643384051,0.1783315421730982
T001,146,Milling,25.830701810613196,3.662610834453565,0.265784630497251
T001,147,Milling,42.008999215960415,2.9733703873641577,0.2769234265871366
T001,148,Milling,34.79721847053211,3.200436493400627,0.22704529889579994
T001,149,Milling,32.041674699102884,3.255975180244509,0.226271091074165
T001,150,Milling,26.2181038607572,3.160505058038197,0.15861296112206785
T001,151,Milling,26.34205434682847,3.3104041735628345,0.19286825630125265
T001,152,Milling,38.524346522766706,4.034389706217143,0.2556975879691733
T001,153,Milling,38.60529142358245,3.8620788541938182,0.10937661782311749
